,url,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected,target
18,http://4574c5a83f3739528.temporary.link/DZE59G63BS5V23Q6F5V6FDBXDFVD65S/G0SFG54BXDFG5DV6D/T0SJEDR5TF4GFCEFZPGLFCRISFD/6EZF8E4GERF6ER65ER65/,*.inmotionhosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20191029000000Z',b'20211028235959Z',0,1620479589.4188514,Other
19,http://4574c5a83f3739528.temporary.link//DZE59G63BS5V23Q6F5V6FDBXDFVD65S/G0SFG54BXDFG5DV6D/T0SJEDR5TF4GFCEFZPGLFCRISFD/6EZF8E4GERF6ER65ER65//,*.inmotionhosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20191029000000Z',b'20211028235959Z',0,1620479589.4188514,PayPal
20,http://skyjhagzdxgxrdgejycqamhkds-dot-gle39404049.rj.r.appspot.com/,*.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210323081859Z',b'20210615081858Z',0,1620479589.1334746,Other
21,https://skyjhagzdxgxrdgejycqamhkds-dot-gle39404049.rj.r.appspot.com/,*.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210323081859Z',b'20210615081858Z',0,1620479589.1334746,Other
22,https://xn--www1-bmobnking-3p8g.com/page1.php,162-241-69-160.webhostbox.net,SomeOrganization,--,,,,162-241-69-160.webhostbox.net,SomeOrganization,0.0,b'20201120144029Z',b'20211120144029Z',21,1620479589.067691,Other
23,http://bertges.com.br/0b38c019dc0b7593613cd1bd3291f937/begin_file/outlook.html,*.prodns.com.br,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200908000000Z',b'20210908235959Z',0,1620479588.8217711,Other
24,http://www.parcel-id-updates.support/RoyalMail/verifylogin.php,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479588.8050418,Other
25,https://festivo.fi/wp-admin/wp-site.php?email=webmaster@georgiatech-metz.fr,*.moonhill.fi,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1.0,b'20190504183609Z',b'20210504183609Z',0,1620479588.9049876,Other
26,http://new-payee-lloyds.com/lloyds/,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.135195,Other
27,http://new-payee-lloyds.com/lloyds,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.135195,Other
28,http://new-payee-lloyds.com/lloyds/Login.php,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.135195,Other
29,https://www.paypal-opladen.be/en/login,www.paypal-opladen.be,PayPal Pte Ltd,SG,Private Organization,200509725E,,DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0.0,b'20210325000000Z',b'20220425235959Z',0,1620479589.4615967,Other
30,https://www.paypal-opladen.be/en/tickets,www.paypal-opladen.be,PayPal Pte Ltd,SG,Private Organization,200509725E,,DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0.0,b'20210325000000Z',b'20220425235959Z',0,1620479589.4615967,Other
31,https://njdiua-bsfsrz66.wpdevcloud.com/wp-admin/BV6348TRBH/KDJDJD87YU/DZES4ZED2/634T45TE/0934YEE80/index3.html,*.cloudaccess.net,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20190903000000Z',b'20211002120000Z',0,1620479588.6374176,Other
32,https://mercertrans.com/pkg/,*.flywheelsites.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1.0,b'20180912173215Z',b'20191111231900Z',10,1620479588.6985414,Other
33,https://smmdzen.ru/,*.from.sh,www.sprinthost.ru,RU,,,,*.from.sh,www.sprinthost.ru,0.0,b'20161118170115Z',b'21161025170115Z',18,1620479588.6992939,Other
34,http://smmdzen.ru,*.from.sh,www.sprinthost.ru,RU,,,,*.from.sh,www.sprinthost.ru,0.0,b'20161118170115Z',b'21161025170115Z',18,1620479588.6992939,Other
35,https://smmdzen.ru,*.from.sh,www.sprinthost.ru,RU,,,,*.from.sh,www.sprinthost.ru,0.0,b'20161118170115Z',b'21161025170115Z',18,1620479588.6992939,Other
36,https://educadoracanina.com.br/wp-content/upgradeID/full-info-userID03994309039455589330/secureconfiguration/datauserID03903993PP/UPDATEDATA/teamsRenew/Autoupdate2K20Year/ReceiveHelp/Adduserinfo/IDPP039385839384PL/Updates/CustomersPL/tech/VF/Sup/HPPL/proc/set-up/app/signin,default,,,,,,default,,0.0,b'20170814124124Z',b'20270812124124Z',18,1620479588.8931108,PayPal
37,https://rakutan.jp.chieakc.cn/?ipk=@m@16941@1261f5c63530d541f7e57b74bce1f948,rakutan.jp.chieakc.cn,,,,,,R3,Let's Encrypt,0.0,b'20210410154002Z',b'20210709154002Z',0,1620479589.4553483,Rakuten
38,https://tojolkbeyruscfqktunemucxiv-dot-gle39404049.rj.r.appspot.com/,*.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210316192807Z',b'20210608192806Z',0,1620479588.6736424,Other
39,https://nwob.personal-payee-alert.com/,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479589.2132957,Other
40,https://nwob.personal-payee-alert.com/Login.php,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479589.2132957,Other
41,https://haraj-alharraq.com/cenf.bsi/snnb.php,profvape.store,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210226000000Z',b'20210527235959Z',0,1620479588.9813046,Capitec Bank
42,https://web5168.web07.bero-webspace.de/Secure/Wachtwoord,web07.bero-host.de,,,,,,R3,Let's Encrypt,0.0,b'20210329174210Z',b'20210627174210Z',0,1620479589.4682977,Other
43,https://web5168.web07.bero-webspace.de/Secure/Wachtwoord/,web07.bero-host.de,,,,,,R3,Let's Encrypt,0.0,b'20210329174210Z',b'20210627174210Z',0,1620479589.4682977,Other
44,"http://bonds-oldschools-runescapes.com/m=weblogin/verification.ws821,321,584,42184523,159092.html",raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479588.7393892,Other
45,http://bonds-oldschools-runescapes.com/,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479588.7393892,Other
46,"http://bonds-oldschools-runescapes.com/m=weblogin/loginform.ws821,321,584,42184523,3.html",raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479588.7393892,Other
47,https://solarwattafrica.com/wp-includes/sec/d2/login.php?cmd=login_submit&amp;id=2bf4fbcfc648b8e70a41a8cdaf35f7202bf4fbcfc648b8e70a41a8cdaf35f720&amp;session=2bf4fbcfc648b8e70a41a8cdaf35f7202bf4fbcfc648b8e70a41a8cdaf35f720,crystaltech.co.ke,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210314000000Z',b'20210612235959Z',0,1620479589.0837028,Other
48,"https://secure.runescape.com-au.cc/m=forum/forums.ws168,657,279,88161263,950",letsencrypt-nginx-proxy-companion,,,,,,letsencrypt-nginx-proxy-companion,,0.0,b'20200714183831Z',b'20210714183831Z',18,1620479589.2171907,RuneScape
49,https://hrmdemo.zewiagroup.com/bootstrap/,vps.zewiagroup.com,,,,,,R3,Let's Encrypt,0.0,b'20210326175211Z',b'20210624175211Z',0,1620479588.6223998,Other
50,http://legendtitleagency.com/newverify,*.prod.iad2.secureserver.net,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20200114175233Z',b'20220114175233Z',0,1620479589.5399404,Other
51,http://legendtitleagency.com/newverify/,*.prod.iad2.secureserver.net,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20200114175233Z',b'20220114175233Z',0,1620479589.5399404,Other
52,https://mykonos.cl/c/CA,spamxyz.us,,,,,,spamxyz.us,,0.0,b'20210306040635Z',b'20220306040635Z',18,1620479589.4696608,Other
53,https://mykonos.cl/c/CA/,spamxyz.us,,,,,,spamxyz.us,,0.0,b'20210306040635Z',b'20220306040635Z',18,1620479589.4696608,Other
54,https://alicetruecolors.com.mx/ws/,*.hostgator.mx,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190823000000Z',b'20210903235959Z',0,1620479589.783921,"eBay, Inc."
55,https://alicetruecolors.com.mx/ws/?id=98YEbFEcsku14uajMbXnuTxm9FcLCkiZMKBfh3BFrfig8TxnhZrd7hbzXayJUIri45JSxT9OSakaN0Lx6krrbprcxtEdlYTbNP5s,*.hostgator.mx,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190823000000Z',b'20210903235959Z',0,1620479589.783921,"eBay, Inc."
56,https://organicoslim.com/admin/dhl.team/dhl/dhl/dhl/dhl,*.bigrock.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190531000000Z',b'20210616235959Z',0,1620479589.0327415,Other
57,https://eby-kleinanzeigen-de-anzeige-4908480913.000webhostapp.com/,*.000webhostapp.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20190611000000Z',b'20210710120000Z',0,1620479589.5431483,"eBay, Inc."
58,https://www.booysensnsons.co.za/,chalkwoodhouse.co.za,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210210000000Z',b'20210511235959Z',0,1620479589.7258804,Other
59,https://consultorias.org/block,s20.xtudionet.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210121000000Z',b'20210421235959Z',0,1620479589.573478,Other
60,https://consultorias.org/block/,s20.xtudionet.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210121000000Z',b'20210421235959Z',0,1620479589.573478,Other
61,https://biocurerx.com/Admms/1&1/source/,*.prod.phx3.secureserver.net,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20200114185622Z',b'20220114185622Z',0,1620479588.8331082,Other
62,https://biocurerx.com/Admms/1&1/source,*.prod.phx3.secureserver.net,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20200114185622Z',b'20220114185622Z',0,1620479588.8331082,Other
63,http://bunblkol.com/,rs3-dal.serverhostgroup.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210222000000Z',b'20220222235959Z',0,1620479589.0760703,Other
64,http://mail.02alertbilling.com/,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.241856,Other
65,http://mail.02alertbilling.com/log.php,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.241856,Other
66,http://mail.02alertbilling.com/login.php,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.241856,Other
67,http://mail.02alertbilling.com/Finish.php,raa.namecheap.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201111000000Z',b'20211129235959Z',0,1620479589.241856,Other
68,https://www.homs.com.br/assest/,adm7.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210317015933Z',b'20210615015933Z',0,1620479589.7770364,Other
69,https://www.homs.com.br/assest,adm7.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210317015933Z',b'20210615015933Z',0,1620479589.7770364,Other
70,https://comfimin.my.id/,joymarlogistic.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210401000000Z',b'20210630235959Z',0,1620479588.9892383,Facebook
71,https://jameshallybone.co.uk/cHVfYWxleGEvP2Y9cHViZyZzdGFydD0wJmk9M2UwbDZzOGk1cjFC,*.hostgator.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200903000000Z',b'20210903235959Z',0,1620479589.1520977,Facebook
72,https://jameshallybone.co.uk/cHVfYWxleGEvP2Y9cHViZyZzdGFydD0wJmk9N2g4QzlRNk0=,*.hostgator.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200903000000Z',b'20210903235959Z',0,1620479589.1520977,Facebook
73,https://jameshallybone.co.uk/cHVfYWxleGEvP2Y9cHViZyZzdGFydD0wJmk9MVk2bTN3MWw0TTVR,*.hostgator.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200903000000Z',b'20210903235959Z',0,1620479589.1520977,Facebook
74,http://webmail.serviceunit.co.uk/UPGRADE/,wwwsg1-ss12.a2hosting.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210206000000Z',b'20210507235959Z',0,1620479588.7628222,Other
75,https://rm-paymentfee.support/secure.php?&amp;sessionid=$hash&amp;securessl=true,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479588.68245,Other
76,https://rm-paymentfee.support/verifylogin.php?&amp;sessionid=$hash&amp;securessl=true,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479588.68245,Other
77,http://ferienhof-gempel.de/media/system/meta/,*.your-server.de,,,,,,Thawte RSA CA 2018,DigiCert Inc,0.0,b'20201022000000Z',b'20211122235959Z',0,1620479589.4823198,Other
78,http://ferienhof-gempel.de/media/system/meta,*.your-server.de,,,,,,Thawte RSA CA 2018,DigiCert Inc,0.0,b'20201022000000Z',b'20211122235959Z',0,1620479589.4823198,Other
79,http://cbjets.com/inco/rmds.html,Parallels Panel,Parallels,US,,,,Parallels Panel,Parallels,1.0,b'20150812215023Z',b'20160811215023Z',10,1620479589.2618217,Capitec Bank
80,https://cbjets.com/inco/rmds.html,Parallels Panel,Parallels,US,,,,Parallels Panel,Parallels,1.0,b'20150812215023Z',b'20160811215023Z',10,1620479589.2618217,Other
81,http://www.rioverdepar.com.br/plan/Seclude/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw0774256418&amp;fid.13InboxLight.aspxn.0774256418&amp;fid.125289964252813InboxLight99642_Product-email&amp;email=,br35.dialhost.com.br,,,,,,br35.dialhost.com.br,,1.0,b'20171122212636Z',b'20181122212636Z',10,1620479589.4041626,Other
82,http://www.rioverdepar.com.br/plan/Seclude/step2.php,br35.dialhost.com.br,,,,,,br35.dialhost.com.br,,1.0,b'20171122212636Z',b'20181122212636Z',10,1620479589.4041626,Other
83,http://www.rioverdepar.com.br/plan/Seclude/login.php,br35.dialhost.com.br,,,,,,br35.dialhost.com.br,,1.0,b'20171122212636Z',b'20181122212636Z',10,1620479589.4041626,Other
84,https://www.postepaynuovo.com/jod-fcc/fcc-authenticazione.php,postepaynuovo.com,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,0.0,b'20210413000000Z',b'20210712235959Z',0,1620479589.7734144,Other
85,http://u1335637.cp.regruhosting.ru/support-paypal-services/V4/myaccount,*.hosting.reg.ru,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20201224114719Z',b'20220125114719Z',0,1620479588.6415913,Other
86,http://u1335637.cp.regruhosting.ru/support-paypal-services/V4/myaccount/,*.hosting.reg.ru,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20201224114719Z',b'20220125114719Z',0,1620479588.6415913,Other
87,https://login-secure-three.uk.com/,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479588.9536738,Three
88,https://login-secure-three.uk.com,*.web-hosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200507000000Z',b'20220405235959Z',0,1620479588.9536738,Other
89,http://r2l.com.mx/wp-content/themes/matrimony/index.html,panel01.tuespacioenlared.com.mx,,,,,,R3,Let's Encrypt,0.0,b'20210223052233Z',b'20210524052233Z',0,1620479588.7360697,Other
90,https://h5brzd.webwave.dev/,localhost.localdomain,SomeOrganization,--,,,,localhost.localdomain,SomeOrganization,1.0,b'20160126222506Z',b'20170125222506Z',21,1620479588.6579127,Other
91,https://authddagzmubsrgahmailssocl.web.app/?srvr=patrickhodges@legalshieldcorp.com,firebaseapp.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20201021175539Z',b'20211020175539Z',0,1620479589.285247,Other
92,http://access2cars.com.au/tee.html,mail.a2zworkwear.co,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210225000000Z',b'20210526235959Z',0,1620479588.6996658,Other
93,http://mail.jimdavidsoncolumn.com/columns/themes/seven/images/SSSSSSSSS/70a1147500e0a899c6c1771d6b03b0c2/deliveryform.php?6CAFFb1562746579bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0&amp;email=,inconway.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210404000000Z',b'20210703235959Z',0,1620479588.8141265,Other
94,http://xhlhs.mjt.lu/lnk/AVQAAA5rWGcAAAAAAAAAALfag2oAAYCsLowAAAAAABRDyQBfbaiPsTpkusgYQvi3_bDJI50JEQAUIjs/2/On0VOwvAbzVfbBw2bfWbkQ/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,*.mailjet.com,Mailjet SAS,FR,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20200302000000Z',b'20210514120000Z',0,1620479589.0727603,"eBay, Inc."
95,http://xhlhs.mjt.lu/lnk/AVQAAA5rWGcAAAAAAAAAALfag2oAAYCsLowAAAAAABRDyQBfbaiPsTpkusgYQvi3_bDJI50JEQAUIjs/1/CLvB724-2LWhlw5xXhk5tA/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,*.mailjet.com,Mailjet SAS,FR,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20200302000000Z',b'20210514120000Z',0,1620479589.0727603,"eBay, Inc."
96,http://xhlhs.mjt.lu/lnk/AMcAADVr9CwAAAAAAAAAALfal5QAAYCsLowAAAAAABRDyQBfbaobdQESbkHjRQ2blEbNk0fTTQAUIjs/1/dA1pQQj6mZvhZkl5f9MJtg/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,*.mailjet.com,Mailjet SAS,FR,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20200302000000Z',b'20210514120000Z',0,1620479589.0727603,"eBay, Inc."
97,http://xhlhs.mjt.lu/lnk/AMcAADVr9CwAAAAAAAAAALfal5QAAYCsLowAAAAAABRDyQBfbaobdQESbkHjRQ2blEbNk0fTTQAUIjs/2/b52pwAziDrEaJ8XKFRxDNA/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,*.mailjet.com,Mailjet SAS,FR,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20200302000000Z',b'20210514120000Z',0,1620479589.0727603,"eBay, Inc."
98,http://gyubvsqwyxkvphwvgpmkavbsdw-dot-gle39404049.rj.r.appspot.com/,*.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210323081859Z',b'20210615081858Z',0,1620479588.8158197,Other
99,https://gyubvsqwyxkvphwvgpmkavbsdw-dot-gle39404049.rj.r.appspot.com/,*.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210323081859Z',b'20210615081858Z',0,1620479588.8158197,Other
100,https://bitly.com/2P3bBBS,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Other
101,https://bitly.com/3kOiLFT,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,"eBay, Inc."
102,https://bitly.com/2NE0EpO,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Other
103,https://bitly.com/3aolO2y,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Other
104,https://bitly.com/3prJhpK,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Other
105,https://bitly.com/369T78f,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Other
106,http://bitly.com/3p4HWWh,*.bitly.com,"Bitly, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200810000000Z',b'20210818120000Z',0,1620479588.8774061,Internal Revenue Service
107,https://customerservive678.weebly.com/,*.weebly.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20191004000000Z',b'20211202120000Z',0,1620479588.6627424,Other
108,https://lareference.ac.ma/,*.aaaindltd.com,,,,,,R3,Let's Encrypt,0.0,b'20210303075105Z',b'20210601075105Z',0,1620479588.7860453,Other
